,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked
264,265,0,3,"Henry, Miss. Delia",1,-0.10457866558193436,0,0,382649,-0.49210144397164657,Q
265,266,0,2,"Reeves, Mr. David",0,0.5098749792230217,0,0,C.A. 17248,-0.43676213497987365,S
266,267,0,3,"Panula, Mr. Ernesti Arvid",0,-1.0262591327893686,4,1,3101295,0.15058916727371655,S
267,268,1,3,"Persson, Mr. Ernst Ulrik",0,-0.33499878238379294,1,0,347083,-0.4915983593444487,S
270,271,0,1,"Cairns, Mr. Alexander",0,-0.10457866558193436,0,0,113798,-0.024232740677566145,S
271,272,1,3,"Tornquist, Mr. William Henry",0,-0.33499878238379294,0,0,LINE,-0.6480576784030068,S
272,273,1,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",1,0.8939085072261194,0,1,250644,-0.2556516691886167,S
273,274,0,1,"Natsch, Mr. Charles H",0,0.5866816848236412,0,1,PC 17596,-0.05039314129185883,C
274,275,1,3,"Healy, Miss. Hanora ""Nora""",1,-0.10457866558193436,0,0,370375,-0.49210144397164657,Q
276,277,0,3,"Lindblom, Miss. Augusta Charlotta",1,1.2011353296285974,0,0,347073,-0.49210144397164657,S
277,278,0,2,"Parkes, Mr. Francis ""Frank""",0,-0.10457866558193436,0,0,239853,-0.6480576784030068,S
278,279,0,3,"Rice, Master. Eric",0,-1.7175194831949443,4,1,382652,-0.06196408771741135,Q
279,280,1,3,"Abbott, Mrs. Stanton (Rosa Hunt)",1,0.43306827362240224,1,1,C.A. 2673,-0.24055913037267862,S
280,281,0,3,"Duane, Mr. Frank",0,2.7372694416409877,0,0,336439,-0.49210144397164657,Q
281,282,0,3,"Olsson, Mr. Nils Johan Goransson",0,-0.10457866558193436,0,0,347464,-0.4900045872454856,S
282,283,0,3,"de Pelsmaeker, Mr. Alfons",0,-1.0262591327893686,0,0,345778,-0.4568855200677911,S
283,284,1,3,"Dorking, Mr. Edward Arthur",0,-0.7958390159875102,0,0,A/5. 10482,-0.48606442844527137,S
284,285,0,1,"Smith, Mr. Richard William",0,-0.10457866558193436,0,0,113056,-0.12484966611715335,S
285,286,0,3,"Stankovic, Mr. Ivan",0,0.2794548624211632,0,0,349239,-0.4737388550789219,C
286,287,1,3,"de Mulder, Mr. Theodore",0,0.049034745619304695,0,0,345774,-0.4568855200677911,S
287,288,0,3,"Naidenoff, Mr. Penko",0,-0.5654188991856516,0,0,349206,-0.4891674544258282,S
288,289,1,2,"Hosono, Mr. Masabumi",0,0.9707152128267388,0,0,237798,-0.38645367226008004,S
289,290,1,3,"Connolly, Miss. Kate",1,-0.5654188991856516,0,0,370373,-0.49210144397164657,Q
292,293,0,2,"Levy, Mr. Rene Jacques",0,0.5098749792230217,0,0,SC/Paris 2163,-0.3889690953960697,C
293,294,0,3,"Haas, Miss. Aloisia",1,-0.41180548798441247,0,0,349236,-0.4699657203749374,S
294,295,0,3,"Mineff, Mr. Ivan",0,-0.41180548798441247,0,0,349233,-0.4891674544258282,S
295,296,0,1,"Lewy, Mr. Ervin G",0,-0.10457866558193436,0,0,PC 17612,-0.09022134505786501,C
296,297,0,3,"Hanna, Mr. Mansour",0,-0.45020884078472223,0,0,2693,-0.502581702925434,C
298,299,1,1,"Saalfeld, Mr. Adolphe",0,-0.10457866558193436,0,0,19988,-0.03429443322152487,S
300,301,1,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",1,-0.10457866558193436,0,0,9234,-0.49210144397164657,Q
301,302,1,3,"McCoy, Mr. Bernard",0,-0.10457866558193436,2,0,367226,-0.1801889751089263,Q
302,303,0,3,"Johnson, Mr. William Cahoone Jr",0,-0.7958390159875102,0,0,LINE,-0.6480576784030068,S
303,304,1,2,"Keane, Miss. Nora A",1,-0.10457866558193436,0,0,226593,-0.39953387256722633,Q
304,305,0,3,"Williams, Mr. Howard Hugh ""Harry""",0,-0.10457866558193436,0,0,A/5 2466,-0.48606442844527137,S
308,309,0,2,"Abelson, Mr. Samuel",0,0.049034745619304695,1,0,P/PP 3381,-0.16509643629298823,C
309,310,1,1,"Francatelli, Miss. Laura Mabel",1,0.049034745619304695,0,0,PC 17485,0.4975505359440627,C
312,313,0,2,"Lahtinen, Mrs. William (Anna Sylfven)",1,-0.2581920767831734,1,1,250651,-0.12484966611715335,S
313,314,0,3,"Hendekovic, Mr. Ignjac",0,-0.10457866558193436,0,0,349243,-0.4891674544258282,S
314,315,0,2,"Hart, Mr. Benjamin",0,1.0475219184273583,1,1,F.C.C. 13529,-0.119818819845174,S
315,316,1,3,"Nilsson, Miss. Helmina Josefina",1,-0.2581920767831734,0,0,347470,-0.4900045872454856,S
316,317,1,2,"Kantor, Mrs. Sinai (Miriam Sternin)",1,-0.41180548798441247,1,0,244367,-0.12484966611715335,S
317,318,0,2,"Moraweck, Dr. Ernest",0,1.892395680034173,0,0,29011,-0.3663302871721626,S
320,321,0,3,"Dennis, Mr. Samuel",0,-0.5654188991856516,0,0,A/5 21172,-0.5021631365156053,S
321,322,0,3,"Danoff, Mr. Yoto",0,-0.1813853711825539,0,0,349219,-0.4891674544258282,S
322,323,1,2,"Slayter, Miss. Hilda Mary",1,0.049034745619304695,0,0,234818,-0.39953387256722633,Q
323,324,1,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",1,-0.5654188991856516,1,1,248738,-0.06447951085340103,S
326,327,0,3,"Nysveen, Mr. Johan Hansen",0,2.4300426192385096,0,0,345364,-0.5225380639171217,S
327,328,1,2,"Ball, Mrs. (Ada E Hall)",1,0.5098749792230217,0,0,28551,-0.38645367226008004,S
328,329,1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",1,0.12584145121992418,1,1,363291,-0.23502519947350137,S
329,330,1,1,"Hippach, Miss. Jean Gertrude",1,-1.0262591327893686,0,1,111361,0.518680090286376,C
330,331,1,3,"McCoy, Miss. Agnes",1,-0.10457866558193436,2,0,367226,-0.1801889751089263,Q
331,332,0,1,"Partner, Mr. Austen",0,1.2395386824289072,0,0,113043,-0.07454120339735976,S
333,334,0,3,"Vander Planke, Mr. Leo Edmondus",0,-1.0262591327893686,2,0,345764,-0.28583674682049287,S
335,336,0,3,"Denkoff, Mr. Mitto",0,-0.10457866558193436,0,0,349225,-0.4891674544258282,S
338,339,1,3,"Dahl, Mr. Karl Edwart",0,1.2011353296285974,0,0,7598,-0.48606442844527137,S
339,340,0,1,"Blackwell, Mr. Stephen Weart",0,1.2011353296285974,0,0,113784,0.0663224922180623,S
340,341,1,2,"Navratil, Master. Edmond Roger",0,-2.101553011198042,1,1,230080,-0.12484966611715335,S
342,343,0,2,"Collander, Mr. Erik Gustaf",0,-0.10457866558193436,0,0,248740,-0.38645367226008004,S
343,344,0,2,"Sedgwick, Mr. Charles Frederick Waddington",0,-0.33499878238379294,0,0,244361,-0.38645367226008004,S
344,345,0,2,"Fox, Mr. Stanley Hubert",0,0.5098749792230217,0,0,229236,-0.38645367226008004,S
345,346,1,2,"Brown, Miss. Amelia ""Mildred""",1,-0.41180548798441247,0,0,248733,-0.38645367226008004,S
346,347,1,2,"Smith, Miss. Marion Elsie",1,0.8171018016254998,0,0,31418,-0.38645367226008004,S
347,348,1,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",1,-0.10457866558193436,1,0,386525,-0.32407117848753597,S
348,349,1,3,"Coutts, Master. William Loch ""William""",0,-2.024746305597423,1,1,C.A. 37671,-0.3280958555051195,S
349,350,0,3,"Dimic, Mr. Jovan",0,0.9707152128267388,0,0,315088,-0.4737388550789219,S
350,351,0,3,"Odahl, Mr. Nils Martin",0,-0.488612193585032,0,0,7267,-0.46241945096696835,S
351,352,0,1,"Williams-Lambert, Mr. Fletcher Fellows",0,-0.10457866558193436,0,0,113510,0.0562607996741036,S
352,353,0,3,"Elias, Mr. Tannous",0,-1.1030658383899883,1,1,2695,-0.502581702925434,C
353,354,0,3,"Arnold-Franchi, Mr. Josef",0,-0.33499878238379294,1,0,349237,-0.28986142383807634,S
354,355,0,3,"Yousif, Mr. Wazli",0,-0.10457866558193436,0,0,2647,-0.5026662211428032,C
355,356,0,3,"Vanden Steen, Mr. Leo Peter",0,-0.10457866558193436,0,0,345783,-0.4568855200677911,S
356,357,1,1,"Bowerman, Miss. Elsie Edith",1,-0.5654188991856516,0,1,113505,0.4587285014324523,S
357,358,0,2,"Funk, Miss. Annie Clemmer",1,0.6634883904242608,0,0,237671,-0.38645367226008004,S
358,359,1,3,"McGovern, Miss. Mary",1,-0.10457866558193436,0,0,330931,-0.4895015026182876,Q
359,360,1,3,"Mockler, Miss. Helen Mary ""Ellie""",1,-0.10457866558193436,0,0,330980,-0.4895015026182876,Q
360,361,0,3,"Skoog, Mr. Wilhelm",0,0.8171018016254998,1,4,347088,-0.08661523445011024,S
361,362,0,2,"del Carlo, Mr. Sebastiano",0,-0.02777195998131484,1,0,SC/PARIS 2167,-0.09022134505786501,C
362,363,0,3,"Barbara, Mrs. (Catherine David)",1,1.2011353296285974,0,1,2691,-0.3571902456652305,C
363,364,0,3,"Asim, Mr. Adola",0,0.43306827362240224,0,0,SOTON/O.Q. 3101310,-0.5061878135331888,S
364,365,0,3,"O'Brien, Mr. Thomas",0,-0.10457866558193436,1,0,370365,-0.3361452095402864,Q
365,366,0,3,"Adahl, Mr. Mauritz Nils Martin",0,0.049034745619304695,0,0,C 7076,-0.5021631365156053,S
367,368,1,3,"Moussa, Mrs. (Mantoura Boulos)",1,-0.10457866558193436,0,0,2626,-0.502581702925434,C
368,369,1,3,"Jermyn, Miss. Annie",1,-0.10457866558193436,0,0,14313,-0.49210144397164657,Q
370,371,1,1,"Harder, Mr. George Achilles",0,-0.33499878238379294,1,0,11765,0.4676170006257854,C
371,372,0,3,"Wiklund, Mr. Jakob Alfred",0,-0.8726457215881296,1,0,3101267,-0.5173401935489127,S
372,373,0,3,"Beavan, Mr. William Thomas",0,-0.7958390159875102,0,0,323951,-0.48606442844527137,S
374,375,0,3,"Palsson, Miss. Stina Viola",1,-2.024746305597423,3,1,349909,-0.22395733767514675,S
376,377,1,3,"Landergren, Miss. Aurora Adelia",1,-0.5654188991856516,0,0,C 7077,-0.5021631365156053,S
378,379,0,3,"Betros, Mr. Tannous",0,-0.7190323103868906,0,0,2648,-0.5673125957377381,C
379,380,0,3,"Gustafsson, Mr. Karl Gideon",0,-0.7958390159875102,0,0,347069,-0.4915983593444487,S
381,382,1,3,"Nakid, Miss. Maria (""Mary"")",1,-2.1783597167986617,0,2,2653,-0.3312813873645368,C
382,383,0,3,"Tikkanen, Mr. Juho",0,0.20264815682054368,0,0,STON/O 2. 3101293,-0.48857985158126105,S
383,384,1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",1,0.43306827362240224,1,0,113789,0.39835834616870003,S
384,385,0,3,"Plotcharsky, Mr. Vasil",0,-0.10457866558193436,0,0,349227,-0.4891674544258282,S
386,387,0,3,"Goodwin, Master. Sidney Leonard",0,-2.1783597167986617,5,2,CA 2144,0.29572908222032107,S
387,388,1,2,"Buss, Miss. Kate",1,0.5098749792230217,0,0,27849,-0.38645367226008004,S
388,389,0,3,"Sadlier, Mr. Matthew",0,-0.10457866558193436,0,0,367655,-0.4925200103814753,Q
389,390,1,2,"Lehmann, Miss. Bertha",1,-0.9494524271887491,0,0,SC 1748,-0.4065770573479975,C
391,392,1,3,"Jansson, Mr. Carl Olof",0,-0.6422256047862711,0,0,350034,-0.49117979293462,S
392,393,0,3,"Gustafsson, Mr. Johan Birger",0,-0.10457866558193436,2,0,3101277,-0.48857985158126105,S
394,395,1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",1,-0.41180548798441247,0,2,PP 9549,-0.3119971474347855,S
395,396,0,3,"Johansson, Mr. Erik",0,-0.5654188991856516,0,0,350052,-0.49117979293462,S
396,397,0,3,"Olsson, Miss. Elina",1,0.12584145121992418,0,0,350407,-0.4900045872454856,S
397,398,0,2,"McKane, Mr. Peter David",0,1.277942035229217,0,0,28403,-0.12484966611715335,S
398,399,0,2,"Pain, Dr. Alfred",0,-0.488612193585032,0,0,244278,-0.43676213497987365,S
399,400,1,2,"Trout, Mrs. William H (Jessie L)",1,-0.10457866558193436,0,0,240929,-0.3934968570408512,S
400,401,1,3,"Niskanen, Mr. Juha",0,0.7402950960248803,0,0,STON/O 2. 3101289,-0.48857985158126105,S
401,402,0,3,"Adams, Mr. John",0,-0.2581920767831734,0,0,341826,-0.48606442844527137,S
402,403,0,3,"Jussila, Miss. Mari Aina",1,-0.6422256047862711,1,0,4137,-0.45034541991421795,S
403,404,0,3,"Hakkarainen, Mr. Pekka Pietari",0,-0.10457866558193436,1,0,STON/O2. 3101279,-0.32910202475951533,S
404,405,0,3,"Oreskovic, Miss. Marija",1,-0.7190323103868906,0,0,315096,-0.4737388550789219,S
405,406,0,2,"Gale, Mr. Shadrach",0,0.3562615680217827,1,0,28664,-0.22546659155674054,S
406,407,0,3,"Widegren, Mr. Carl/Charles Peter",0,1.6619755632323145,0,0,347064,-0.49210144397164657,S
407,408,1,2,"Richards, Master. William Rowe",0,-2.024746305597423,1,1,29106,-0.2707442080045548,S
408,409,0,3,"Birkeland, Mr. Hans Martin Monsen",0,-0.6422256047862711,0,0,312992,-0.4915983593444487,S
409,410,0,3,"Lefebre, Miss. Ida",1,-0.10457866558193436,3,1,4133,-0.13558146738453974,S
410,411,0,3,"Sdycoff, Mr. Todor",0,-0.10457866558193436,0,0,349222,-0.4891674544258282,S
411,412,0,3,"Hart, Mr. Henry",0,-0.10457866558193436,0,0,394140,-0.5100454664545425,Q
413,414,0,2,"Cunningham, Mr. Alfred Fleming",0,-0.10457866558193436,0,0,239853,-0.6480576784030068,S
414,415,1,3,"Sundman, Mr. Johan Julian",0,1.124328624027978,0,0,STON/O 2. 3101269,-0.48857985158126105,S
415,416,0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",1,-0.10457866558193436,0,0,343095,-0.48606442844527137,S
416,417,1,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",1,0.3562615680217827,1,1,28220,0.005952336954310007,S
417,418,1,2,"Silven, Miss. Lyyli Karoliina",1,-0.8726457215881296,0,2,250652,-0.38645367226008004,S
418,419,0,2,"Matthews, Mr. William John",0,0.049034745619304695,0,0,28228,-0.38645367226008004,S
419,420,0,3,"Van Impe, Miss. Catharina",1,-1.4870993663930858,0,2,345773,-0.16207792852980066,S
420,421,0,3,"Gheorgheff, Mr. Stanio",0,-0.10457866558193436,0,0,349254,-0.4891674544258282,C
421,422,0,3,"Charters, Mr. David",0,-0.6422256047862711,0,0,A/5. 13032,-0.4924375045026148,Q
422,423,0,3,"Zimmerman, Mr. Leo",0,-0.02777195998131484,0,0,315082,-0.4895860208356569,S
423,424,0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",1,-0.10457866558193436,1,1,347080,-0.35828093313699566,S
424,425,0,3,"Rosblom, Mr. Viktor Richard",0,-0.8726457215881296,1,1,370129,-0.24131375731347557,S
425,426,0,3,"Wiseman, Mr. Phillippe",0,-0.10457866558193436,0,0,A/4. 34244,-0.5021631365156053,S
426,427,1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",1,-0.10457866558193436,1,0,2003,-0.12484966611715335,S
427,428,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",1,-0.7958390159875102,0,0,250655,-0.12484966611715335,S
428,429,0,3,"Flynn, Mr. James",0,-0.10457866558193436,0,0,364851,-0.49210144397164657,Q
429,430,1,3,"Pickard, Mr. Berk (Berk Trembisky)",0,0.20264815682054368,0,0,SOTON/O.Q. 392078,-0.48606442844527137,S
430,431,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",0,-0.10457866558193436,0,0,110564,-0.11378180431879874,S
431,432,1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",1,-0.10457866558193436,1,0,376564,-0.32407117848753597,S
432,433,1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",1,0.9707152128267388,1,0,SC/AH 3085,-0.12484966611715335,S
433,434,0,3,"Kallio, Mr. Nikolai Erland",0,-0.9494524271887491,0,0,STON/O 2. 3101274,-0.504678559651595,S
434,435,0,1,"Silvey, Mr. William Baird",0,1.585168857631695,1,0,13507,0.47683954801157796,S
436,437,0,3,"Ford, Miss. Doolina Margaret ""Daisy""",1,-0.6422256047862711,2,2,W./C. 6608,0.043683683994155204,S
437,438,1,2,"Richards, Mrs. Sidney (Emily Hocking)",1,-0.41180548798441247,2,3,29106,-0.2707442080045548,S
439,440,0,2,"Kvillner, Mr. Johan Henrik Johannesson",0,0.12584145121992418,0,0,C.A. 18723,-0.43676213497987365,S
440,441,1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",1,1.2011353296285974,1,1,F.C.C. 13529,-0.119818819845174,S
441,442,0,3,"Hampe, Mr. Leon",0,-0.7190323103868906,0,0,345769,-0.4568855200677911,S
442,443,0,3,"Petterson, Mr. Johan Emil",0,-0.33499878238379294,1,0,347076,-0.4915983593444487,S
443,444,1,2,"Reynaldo, Ms. Encarnacion",1,-0.10457866558193436,0,0,230434,-0.38645367226008004,S
444,445,1,3,"Johannesen-Bratthammer, Mr. Bernt",0,-0.10457866558193436,0,0,65306,-0.4848067168772765,S
446,447,1,2,"Mellinger, Miss. Madeleine Violet",1,-1.2566792495912273,0,1,250644,-0.2556516691886167,S
447,448,1,1,"Seward, Mr. Frederic Kimber",0,0.3562615680217827,0,0,113794,-0.11378180431879874,S
448,449,1,3,"Baclini, Miss. Marie Catherine",1,-1.8711328943961834,2,1,2666,-0.26051549136436636,C
449,450,1,1,"Peuchen, Major. Arthur Godfrey",0,1.738782268832934,0,0,113786,-0.03429443322152487,S
450,451,0,2,"West, Mr. Edwy Arthur",0,0.5098749792230217,1,2,C.A. 34651,-0.08963374221329784,S
451,452,0,3,"Hagland, Mr. Ingvald Olai Olsen",0,-0.10457866558193436,1,0,65303,-0.24626008536808563,S
452,453,0,1,"Foreman, Mr. Benjamin Laventall",0,0.049034745619304695,0,0,113051,-0.08963374221329784,C
454,455,0,3,"Peduzzi, Mr. Joseph",0,-0.10457866558193436,0,0,A/5 2817,-0.48606442844527137,S
455,456,1,3,"Jalsevac, Mr. Ivan",0,-0.02777195998131484,0,0,349240,-0.4891674544258282,C
456,457,0,1,"Millet, Mr. Francis Davis",0,2.7372694416409877,0,0,13509,-0.11378180431879874,S
457,458,1,1,"Kenyon, Mrs. Frederick R (Marion)",1,-0.10457866558193436,1,0,17464,0.3955913807191113,S
458,459,1,2,"Toomey, Miss. Ellen",1,1.585168857631695,0,0,F.C.C. 13531,-0.43676213497987365,S
459,460,0,3,"O'Connor, Mr. Maurice",0,-0.10457866558193436,0,0,371060,-0.49210144397164657,Q
460,461,1,1,"Anderson, Mr. Harry",0,1.4315554464304558,0,0,19952,-0.11378180431879874,S
461,462,0,3,"Morley, Mr. William",0,0.3562615680217827,0,0,364506,-0.48606442844527137,S
462,463,0,1,"Gee, Mr. Arthur H",0,1.3547487408298364,0,0,111320,0.1266926474818146,S
463,464,0,2,"Milling, Mr. Jacob Christian",0,1.4315554464304558,0,0,234360,-0.38645367226008004,S
464,465,0,3,"Maisner, Mr. Simon",0,-0.10457866558193436,0,0,A/S 2816,-0.48606442844527137,S
465,466,0,3,"Goncalves, Mr. Manuel Estanslas",0,0.6634883904242608,0,0,SOTON/O.Q. 3101306,-0.5061878135331888,S
466,467,0,2,"Campbell, Mr. William",0,-0.10457866558193436,0,0,239853,-0.6480576784030068,S
467,468,0,1,"Smart, Mr. John Montgomery",0,2.046009091235412,0,0,113792,-0.11378180431879874,S
468,469,0,3,"Scanlan, Mr. James",0,-0.10457866558193436,0,0,36209,-0.4926045285988445,Q
469,470,1,3,"Baclini, Miss. Helene Barbara",1,-2.1975613931988165,2,1,2666,-0.26051549136436636,C
470,471,0,3,"Keefe, Mr. Arthur",0,-0.10457866558193436,0,0,323592,-0.5021631365156053,S
471,472,0,3,"Cacic, Mr. Luka",0,0.6634883904242608,0,0,315089,-0.4737388550789219,S
472,473,1,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",1,0.2794548624211632,1,2,C.A. 34651,-0.08963374221329784,S
473,474,1,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",1,-0.488612193585032,0,0,SC/AH Basle 541,-0.3705219882859758,C
474,475,0,3,"Strandberg, Miss. Ida Sofia",1,-0.5654188991856516,0,0,7553,-0.450093877600619,S
475,476,0,1,"Clifford, Mr. George Quincy",0,-0.10457866558193436,0,0,110465,0.39835834616870003,S
476,477,0,2,"Renouf, Mr. Peter Henry",0,0.3562615680217827,1,0,31027,-0.22546659155674054,S
477,478,0,3,"Braund, Mr. Lewis Richard",0,-0.02777195998131484,1,0,3460,-0.5062723317505581,S
478,479,0,3,"Karlsson, Mr. Nils August",0,-0.5654188991856516,0,0,350060,-0.49671372383379725,S
479,480,1,3,"Hirvonen, Miss. Hildur E",1,-2.101553011198042,0,1,3101298,-0.4007915841352212,S
480,481,0,3,"Goodwin, Master. Harold Victor",0,-1.5639060719937052,5,2,CA 2144,0.29572908222032107,S
481,482,0,2,"Frost, Mr. Anthony Wood ""Archie""",0,-0.10457866558193436,0,0,239854,-0.6480576784030068,S
482,483,0,3,"Rouse, Mr. Richard Henry",0,1.585168857631695,0,0,A/5 3594,-0.48606442844527137,S
483,484,1,3,"Turkula, Mrs. (Hedwig)",1,2.5836560304397485,0,0,4134,-0.45512472387259834,S
485,486,0,3,"Lefebre, Miss. Jeannie",1,-0.10457866558193436,3,1,4133,-0.13558146738453974,S
487,488,0,1,"Kent, Mr. Edward Austin",0,2.199622502436651,0,0,11771,-0.05039314129185883,C
488,489,0,3,"Somerton, Mr. Francis William",0,0.049034745619304695,0,0,A.5. 18509,-0.48606442844527137,S
489,490,1,3,"Coutts, Master. Eden Leslie ""Neville""",0,-1.5639060719937052,1,1,C.A. 37671,-0.3280958555051195,S
490,491,0,3,"Hagland, Mr. Konrad Mathias Reiersen",0,-0.10457866558193436,1,0,65304,-0.24626008536808563,S
491,492,0,3,"Windelov, Mr. Einar",0,-0.6422256047862711,0,0,SOTON/OQ 3101317,-0.5021631365156053,S
492,493,0,1,"Molson, Mr. Harry Markland",0,1.9692023856347927,0,0,113787,-0.03429443322152487,S
493,494,0,1,"Artagaveytia, Mr. Ramon",0,3.1981096752447047,0,0,PC 17609,0.34813440166627563,C
494,495,0,3,"Stanley, Mr. Edward Roland",0,-0.6422256047862711,0,0,A/4 45380,-0.48606442844527137,S
495,496,0,3,"Yousseff, Mr. Gerious",0,-0.10457866558193436,0,0,2627,-0.35710773978637,C
497,498,0,3,"Shellard, Mr. Frederick William",0,-0.10457866558193436,0,0,C.A. 6212,-0.3441945635754534,S
499,500,0,3,"Svensson, Mr. Olof",0,-0.41180548798441247,0,0,350035,-0.49117979293462,S
500,501,0,3,"Calic, Mr. Petar",0,-0.9494524271887491,0,0,315086,-0.4737388550789219,S
501,502,0,3,"Canavan, Miss. Mary",1,-0.6422256047862711,0,0,364846,-0.49210144397164657,Q
502,503,0,3,"O'Sullivan, Miss. Bridget Mary",1,-0.10457866558193436,0,0,330909,-0.494532348890267,Q
503,504,0,3,"Laitinen, Miss. Kristina Sofia",1,0.5866816848236412,0,0,4135,-0.45512472387259834,S
506,507,1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",1,0.2794548624211632,0,2,26360,-0.12484966611715335,S
507,508,1,1,"Bradley, Mr. George (""George Arthur Brayton"")",0,-0.10457866558193436,0,0,111427,-0.11378180431879874,S
508,509,0,3,"Olsen, Mr. Henry Margido",0,-0.10457866558193436,0,0,C 4001,-0.19477842929766648,S
509,510,1,3,"Lang, Mr. Fang",0,-0.2581920767831734,0,0,1601,0.48882906084695926,S
510,511,1,3,"Daly, Mr. Eugene Patrick",0,-0.02777195998131484,0,0,382651,-0.49210144397164657,Q
511,512,0,3,"Webber, Mr. James",0,-0.10457866558193436,0,0,SOTON/OQ 3101316,-0.48606442844527137,S
512,513,1,1,"McGough, Mr. James Robert",0,0.5098749792230217,0,0,PC 17473,-0.11906419290437706,S
513,514,1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",1,1.892395680034173,1,0,PC 17603,0.547271395819289,C
514,515,0,3,"Coleff, Mr. Satio",0,-0.41180548798441247,0,0,349209,-0.4972168084609952,S
515,516,0,1,"Walker, Mr. William Anderson",0,1.3547487408298364,0,0,36967,0.03655598099601487,S
516,517,1,2,"Lemore, Mrs. (Amelia Milley)",1,0.3562615680217827,0,0,C.A. 34260,-0.43676213497987365,S
517,518,0,3,"Ryan, Mr. Patrick",0,-0.10457866558193436,0,0,371110,-0.16207792852980066,Q
518,519,1,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",1,0.5098749792230217,1,0,226875,-0.12484966611715335,S
519,520,0,3,"Pavlovic, Mr. Stefo",0,0.20264815682054368,0,0,349242,-0.4891674544258282,S
521,522,0,3,"Vovk, Mr. Janko",0,-0.5654188991856516,0,0,349252,-0.4891674544258282,S
522,523,0,3,"Lahoud, Mr. Sarkis",0,-0.10457866558193436,0,0,2624,-0.5026662211428032,C
523,524,1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",1,1.124328624027978,0,1,111361,0.518680090286376,C
524,525,0,3,"Kassem, Mr. Fared",0,-0.10457866558193436,0,0,2700,-0.502581702925434,C
525,526,0,3,"Farrell, Mr. James",0,0.8555051544258095,0,0,367232,-0.49210144397164657,Q
526,527,1,2,"Ridsdale, Miss. Lucy",1,1.585168857631695,0,0,W./C. 14258,-0.43676213497987365,S
528,529,0,3,"Salonen, Mr. Johan Werner",0,0.7402950960248803,0,0,3101296,-0.48857985158126105,S
529,530,0,2,"Hocking, Mr. Richard George",0,-0.488612193585032,2,1,29104,-0.4166387498919562,S
530,531,1,2,"Quick, Miss. Phyllis May",1,-2.101553011198042,1,1,26360,-0.12484966611715335,S
531,532,0,3,"Toufik, Mr. Nakli",0,-0.10457866558193436,0,0,2641,-0.502581702925434,C
532,533,0,3,"Elias, Mr. Joseph Jr",0,-0.9494524271887491,1,1,2690,-0.502581702925434,C
533,534,1,3,"Peter, Mrs. Catherine (Catherine Rizk)",1,-0.10457866558193436,0,2,2668,-0.1981329975918223,C
534,535,0,3,"Cacic, Miss. Marija",1,0.049034745619304695,0,0,315084,-0.4737388550789219,S
535,536,1,2,"Hart, Miss. Eva Miriam",1,-1.7175194831949443,0,2,F.C.C. 13529,-0.119818819845174,S
536,537,0,1,"Butt, Major. Archibald Willingham",0,1.2011353296285974,0,0,113050,-0.11378180431879874,S
538,539,0,3,"Risien, Mr. Samuel Beard",0,-0.10457866558193436,0,0,364498,-0.35626859462820387,S
539,540,1,1,"Frolicher, Miss. Hedwig Margaritha",1,-0.5654188991856516,0,2,13568,0.3480498834489064,C
541,542,0,3,"Andersson, Miss. Ingeborg Constanzia",1,-1.5639060719937052,4,2,347082,-0.018698809778388878,S
542,543,0,3,"Andersson, Miss. Sigrid Elisabeth",1,-1.4102926607924662,4,2,347082,-0.018698809778388878,S
543,544,1,2,"Beane, Mr. Edward",0,0.20264815682054368,1,0,2908,-0.12484966611715335,S
545,546,0,1,"Nicholson, Mr. Arthur Ernest",0,2.660462736040368,0,0,693,-0.12484966611715335,S
546,547,1,2,"Beane, Mrs. Edward (Ethel Clarke)",1,-0.7958390159875102,1,0,2908,-0.12484966611715335,S
547,548,1,2,"Padro y Manent, Mr. Julian",0,-0.10457866558193436,0,0,SC/PARIS 2146,-0.36909725262175125,C
548,549,0,3,"Goldsmith, Mr. Frank John",0,0.2794548624211632,1,1,363291,-0.23502519947350137,S
